prompt,word_category,word,token_id,baseline_logit,mean_difference,std_difference,min_difference,max_difference,range_difference,max_abs_difference,mean_abs_difference,clamping_effect,num_clamp_conditions,target_features
My opinion on this is,formal_high_emotion,devastated,27668,-6.053213596343994,-2.6345252990722656e-05,0.00019058441397562357,-0.0002865791320800781,0.000247955322265625,0.0005345344543457031,0.0002865791320800781,0.00015032291412353516,0.0005345344543457031,4,
The situation is,casual_high_emotion,incredibly,9301,1.3703346252441406,4.982948303222656e-05,0.0001860029386604252,-0.00019240379333496094,0.0003273487091064453,0.0005197525024414062,0.0003273487091064453,0.00014603137969970703,-0.0005197525024414062,4,
My opinion on this is,formal_high_emotion,profoundly,29160,-3.5843353271484375,-3.74913215637207e-05,0.0001825102690677696,-0.0002982616424560547,0.000213623046875,0.0005118846893310547,0.0002982616424560547,0.0001443028450012207,0.0005118846893310547,4,
It seems to me that,casual_high_emotion,honestly,14483,-4.219243049621582,4.5180320739746094e-05,0.00016842796142186673,-0.00017499923706054688,0.0002956390380859375,0.0004706382751464844,0.0002956390380859375,0.00013267993927001953,-0.0004706382751464844,4,
The situation is,formal_high_emotion,appalling,573,-0.3455497622489929,4.0024518966674805e-05,0.00015320946115724996,-0.0001614689826965332,0.0002669095993041992,0.0004283785820007324,0.0002669095993041992,0.0001207590103149414,-0.0004283785820007324,4,
My opinion on this is,formal_high_emotion,magnificent,16773,-7.636904239654541,-3.504753112792969e-05,0.00015123426275129924,-0.0002589225769042969,0.00016498565673828125,0.0004239082336425781,0.0002589225769042969,0.00011754035949707031,0.0004239082336425781,4,
My opinion on this is,casual_low_emotion,stuff,4269,-4.390328407287598,4.017353057861328e-05,0.00015150684691874554,-0.000156402587890625,0.00026702880859375,0.000423431396484375,0.00026702880859375,0.00011837482452392578,-0.000423431396484375,4,
The situation is,formal_high_emotion,extraordinary,10035,-0.2890723943710327,3.795325756072998e-05,0.00014457934024909568,-0.00015288591384887695,0.0002512931823730469,0.00040417909622192383,0.0002512931823730469,0.00011439621448516846,-0.00040417909622192383,4,
My opinion on this is,casual_low_emotion,okay,10989,2.4675450325012207,-6.264448165893555e-05,0.00014605462366128706,-0.00029587745666503906,0.00010156631469726562,0.0003974437713623047,0.00029587745666503906,0.00011342763900756836,0.0003974437713623047,4,
My opinion on this is,formal_low_emotion,consequently,23995,-5.66140079498291,3.7789344787597656e-05,0.00014079111689730979,-0.00014734268188476562,0.0002460479736328125,0.0003933906555175781,0.0002460479736328125,0.00011146068572998047,-0.0003933906555175781,4,
The situation is,formal_high_emotion,overwhelming,11734,0.3397325277328491,3.507733345031738e-05,0.00013720472499410244,-0.00014647841453552246,0.00023731589317321777,0.00038379430770874023,0.00023731589317321777,0.00010831654071807861,-0.00038379430770874023,4,
The situation is,formal_high_emotion,catastrophic,24769,-1.111100673675537,2.384185791015625e-05,0.00013160284439895614,-0.00016021728515625,0.0002090930938720703,0.0003693103790283203,0.0002090930938720703,0.00010395050048828125,-0.0003693103790283203,4,
It seems to me that,casual_low_emotion,yeah,12191,-6.120282173156738,3.5762786865234375e-05,0.00013078340270101117,-0.00013399124145507812,0.00023126602172851562,0.00036525726318359375,0.00023126602172851562,0.00010275840759277344,-0.00036525726318359375,4,
My opinion on this is,casual_high_emotion,honestly,14483,1.4642746448516846,-5.1528215408325195e-05,0.00012912793976333406,-0.0002576112747192383,9.512901306152344e-05,0.0003527402877807617,0.0002576112747192383,9.909272193908691e-05,0.0003527402877807617,4,
It seems to me that,formal_high_emotion,triumphant,15511,-7.291601181030273,3.170967102050781e-05,0.0001214229566158996,-0.0001277923583984375,0.0002117156982421875,0.000339508056640625,0.0002117156982421875,9.560585021972656e-05,-0.000339508056640625,4,
It seems to me that,casual_low_emotion,stuff,4269,-6.969966888427734,3.2067298889160156e-05,0.00011596527488785764,-0.0001201629638671875,0.00020360946655273438,0.0003237724304199219,0.00020360946655273438,9.21487808227539e-05,-0.0003237724304199219,4,
It seems to me that,formal_high_emotion,profoundly,29160,-8.294178009033203,2.9802322387695312e-05,0.00011559416914945821,-0.00012111663818359375,0.000202178955078125,0.00032329559326171875,0.000202178955078125,9.036064147949219e-05,-0.00032329559326171875,4,
My opinion on this is,formal_high_emotion,extraordinary,10035,-6.540251731872559,-4.2557716369628906e-05,0.00011344184237810102,-0.00021982192993164062,9.250640869140625e-05,0.0003123283386230469,0.00021982192993164062,8.881092071533203e-05,0.0003123283386230469,4,
It seems to me that,casual_high_emotion,seriously,7580,-7.758991241455078,2.8014183044433594e-05,0.00010845208845184631,-0.00011587142944335938,0.00018739700317382812,0.0003032684326171875,0.00018739700317382812,8.594989776611328e-05,-0.0003032684326171875,4,
It seems to me that,formal_high_emotion,extraordinary,10035,-6.20956563949585,2.9921531677246094e-05,0.00010694893817021249,-0.00010824203491210938,0.00019025802612304688,0.00029850006103515625,0.00019025802612304688,8.404254913330078e-05,-0.00029850006103515625,4,
My opinion on this is,casual_high_emotion,literally,8642,-1.328357219696045,-3.159046173095703e-05,0.00010412066507800978,-0.00019121170043945312,9.834766387939453e-05,0.00028955936431884766,0.00019121170043945312,8.07642936706543e-05,0.00028955936431884766,4,
The best approach would be,formal_high_emotion,overwhelming,11734,-5.396991729736328,-2.658367156982422e-05,9.881141447106185e-05,-0.0001735687255859375,0.00010251998901367188,0.0002760887145996094,0.0001735687255859375,7.784366607666016e-05,0.0002760887145996094,4,
It seems to me that,casual_low_emotion,anyway,8668,-3.6882853507995605,2.8908252716064453e-05,9.854252252480516e-05,-9.751319885253906e-05,0.00017714500427246094,0.000274658203125,0.00017714500427246094,7.766485214233398e-05,-0.000274658203125,4,
The best approach would be,formal_low_emotion,furthermore,2134,-3.8751513957977295,-2.574920654296875e-05,9.55793886356163e-05,-0.00016880035400390625,9.822845458984375e-05,0.00026702880859375,0.00016880035400390625,7.486343383789062e-05,0.00026702880859375,4,
