word_category,clamp_value,mean_difference,std_difference,median_difference,num_words,num_prompts,total_observations
casual_high_emotion,-4.0,-7.805079221725463e-05,0.0007213127660820355,-0.0001634359359741211,8,5,40
casual_high_emotion,0.0,6.521493196487426e-06,0.0001303118937238275,-7.152557373046875e-06,8,5,40
casual_high_emotion,4.0,-2.1906197071075438e-05,0.00036577905611210384,3.993511199951172e-06,8,5,40
casual_low_emotion,-4.0,0.0002814248204231262,0.0006077188818370358,0.00020712614059448242,8,5,40
casual_low_emotion,0.0,7.625967264175415e-05,0.00014655900393629087,5.492568016052246e-05,8,5,40
casual_low_emotion,4.0,-0.00021503865718841553,0.00039411957365184414,-0.00022399425506591797,8,5,40
formal_high_emotion,-4.0,0.00047752112150192263,0.0008595854091637744,0.00038635730743408203,8,5,40
formal_high_emotion,0.0,0.00012282803654670716,0.00016796639388291695,9.1552734375e-05,8,5,40
formal_high_emotion,4.0,-0.000386819988489151,0.000519477372360546,-0.0003619194030761719,8,5,40
formal_low_emotion,-4.0,0.00010375455021858216,0.0005713765336620505,0.00013458728790283203,8,5,40
formal_low_emotion,0.0,4.3126940727233884e-05,0.00013640912166423572,4.315376281738281e-05,8,5,40
formal_low_emotion,4.0,-0.00013391748070716857,0.0003850785481889182,-0.00014281272888183594,8,5,40
