prompt,word_category,word,token_id,baseline_logit,mean_difference,std_difference,min_difference,max_difference,range_difference,max_abs_difference,mean_abs_difference,clamping_effect,num_clamp_conditions,target_features
The best approach would be,casual_low_emotion,stuff,4269,-6.817241668701172,0.00024471282958984377,0.0017174949079973641,-0.0026960372924804688,0.0026378631591796875,0.005333900451660156,0.0026960372924804688,0.0013231277465820313,0.005333900451660156,5,
The best approach would be,casual_high_emotion,totally,7110,-3.8732125759124756,0.000263214111328125,0.0015547375831520393,-0.002325296401977539,0.002531766891479492,0.004857063293457031,0.002531766891479492,0.0011933326721191406,0.004857063293457031,5,
The best approach would be,formal_low_emotion,furthermore,2134,-3.8751513957977295,-0.00025887489318847655,0.0014212457459219796,-0.0023832321166992188,0.0020678043365478516,0.00445103645324707,0.0023832321166992188,0.0010859966278076172,-0.00445103645324707,5,
The best approach would be,formal_low_emotion,may,754,-5.634313583374023,0.00033321380615234373,0.0012592718617169996,-0.0015034675598144531,0.002440929412841797,0.00394439697265625,0.002440929412841797,0.000934600830078125,0.00394439697265625,5,
The best approach would be,casual_low_emotion,guess,5310,-8.073022842407227,-0.00037288665771484375,0.001105034245317329,-0.0023136138916015625,0.0011091232299804688,0.0034227371215820312,0.0023136138916015625,0.0008165359497070313,-0.0034227371215820312,5,
The best approach would be,casual_low_emotion,basically,8087,-1.9835700988769531,0.00014045238494873047,0.0010881076618304722,-0.0016868114471435547,0.0017167329788208008,0.0034035444259643555,0.0017167329788208008,0.0008151769638061523,0.0034035444259643555,5,
The best approach would be,casual_low_emotion,kinda,21775,-4.753157615661621,-8.392333984375e-06,0.0010829582894210069,-0.0019235610961914062,0.0014371871948242188,0.003360748291015625,0.0019235610961914062,0.0007610321044921875,0.003360748291015625,5,
The best approach would be,casual_low_emotion,okay,10989,-6.896812438964844,4.0435791015625e-05,0.0008409219465895655,-0.0014715194702148438,0.001102447509765625,0.0025739669799804688,0.0014715194702148438,0.0006290435791015625,0.0025739669799804688,5,
The best approach would be,formal_high_emotion,profoundly,29160,-12.648835182189941,-0.00035877227783203124,0.0007573200703937094,-0.0017652511596679688,0.0005035400390625,0.0022687911987304688,0.0017652511596679688,0.0005601882934570312,-0.0022687911987304688,5,
The best approach would be,casual_high_emotion,really,1196,-2.4605941772460938,6.642341613769532e-05,0.0007973299991951256,-0.0006327629089355469,0.0016100406646728516,0.0022428035736083984,0.0016100406646728516,0.0005775928497314453,-0.0022428035736083984,5,
