prompt_idx,prompt,position,token_id,token_text,intervention_type,kl_divergence,sample_idx,epsilon_distance
0,I think that,0,1,<s>,SAE_only,4.406339645385742,0,
0,I think that,0,1,<s>,SAE_NFM,4.688936710357666,0,
0,I think that,0,1,<s>,epsilon_random,5.274589538574219,0,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,5.374444961547852,1,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,5.48226261138916,2,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,5.472548484802246,3,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,4.62830924987793,4,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,5.536055564880371,5,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,6.0710859298706055,6,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,4.998142242431641,7,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,5.866613388061523,8,319.03277587890625
0,I think that,0,1,<s>,epsilon_random,5.277767658233643,9,319.03277587890625
0,I think that,1,312,I,SAE_only,1.6779186725616455,0,
0,I think that,1,312,I,SAE_NFM,1.902141809463501,0,
0,I think that,1,312,I,epsilon_random,0.5942281484603882,0,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.4884103536605835,1,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.8585042953491211,2,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.3686620593070984,3,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.5245779156684875,4,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.5376979112625122,5,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.6086668968200684,6,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.35890164971351624,7,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.547639012336731,8,319.03277587890625
0,I think that,1,312,I,epsilon_random,0.37492287158966064,9,319.03277587890625
0,I think that,2,968,think,SAE_only,1.215238332748413,0,
0,I think that,2,968,think,SAE_NFM,0.9940256476402283,0,
0,I think that,2,968,think,epsilon_random,0.2091132402420044,0,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.2005634605884552,1,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.1702757328748703,2,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.18641754984855652,3,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.17645829916000366,4,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.20381200313568115,5,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.18782305717468262,6,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.15740878880023956,7,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.2216450572013855,8,319.03277587890625
0,I think that,2,968,think,epsilon_random,0.1553519368171692,9,319.03277587890625
0,I think that,3,342,that,SAE_only,1.812267780303955,0,
0,I think that,3,342,that,SAE_NFM,1.5516016483306885,0,
0,I think that,3,342,that,epsilon_random,0.45960870385169983,0,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.37506741285324097,1,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.2925374507904053,2,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.429004043340683,3,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.318764865398407,4,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.4228014051914215,5,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.44933634996414185,6,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.32469093799591064,7,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.5065076351165771,8,319.03277587890625
0,I think that,3,342,that,epsilon_random,0.3809148669242859,9,319.03277587890625
1,The situation is,0,1,<s>,SAE_only,4.406339645385742,0,
1,The situation is,0,1,<s>,SAE_NFM,4.688936710357666,0,
1,The situation is,0,1,<s>,epsilon_random,5.50735330581665,0,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.351792335510254,1,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.831151008605957,2,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,6.185558319091797,3,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,6.03613805770874,4,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.975368976593018,5,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.589529514312744,6,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.755044937133789,7,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.034737586975098,8,322.3651428222656
1,The situation is,0,1,<s>,epsilon_random,5.662840843200684,9,322.3651428222656
1,The situation is,1,347,The,SAE_only,2.1192708015441895,0,
1,The situation is,1,347,The,SAE_NFM,1.4664361476898193,0,
1,The situation is,1,347,The,epsilon_random,0.47899138927459717,0,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.7600690126419067,1,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.6775723099708557,2,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.6759878396987915,3,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.6243592500686646,4,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.7330052852630615,5,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.8038259744644165,6,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.5555722713470459,7,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.7541491985321045,8,322.3651428222656
1,The situation is,1,347,The,epsilon_random,0.6727607250213623,9,322.3651428222656
1,The situation is,2,3415,situation,SAE_only,2.986067295074463,0,
1,The situation is,2,3415,situation,SAE_NFM,2.441861867904663,0,
1,The situation is,2,3415,situation,epsilon_random,0.3148933947086334,0,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.21773488819599152,1,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.257961630821228,2,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.25776344537734985,3,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.35739126801490784,4,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.21316088736057281,5,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.27779316902160645,6,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.21861113607883453,7,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.3089182376861572,8,322.3651428222656
1,The situation is,2,3415,situation,epsilon_random,0.23006287217140198,9,322.3651428222656
1,The situation is,3,322,is,SAE_only,1.4099304676055908,0,
1,The situation is,3,322,is,SAE_NFM,0.8757172226905823,0,
1,The situation is,3,322,is,epsilon_random,0.40294313430786133,0,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.41716039180755615,1,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.21697041392326355,2,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.4653848111629486,3,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.4856492280960083,4,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.2619147300720215,5,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.3832019865512848,6,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.3221015930175781,7,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.5863508582115173,8,322.3651428222656
1,The situation is,3,322,is,epsilon_random,0.20286303758621216,9,322.3651428222656
2,My opinion on this is,0,1,<s>,SAE_only,4.406339645385742,0,
2,My opinion on this is,0,1,<s>,SAE_NFM,4.688936710357666,0,
2,My opinion on this is,0,1,<s>,epsilon_random,5.691224098205566,0,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.716813564300537,1,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.181922912597656,2,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.340797424316406,3,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.228482246398926,4,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.965831279754639,5,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.538529872894287,6,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.948098659515381,7,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.800058364868164,8,224.66519165039062
2,My opinion on this is,0,1,<s>,epsilon_random,5.900315284729004,9,224.66519165039062
2,My opinion on this is,1,1725,My,SAE_only,2.308082342147827,0,
2,My opinion on this is,1,1725,My,SAE_NFM,2.296563148498535,0,
2,My opinion on this is,1,1725,My,epsilon_random,1.277864694595337,0,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,1.0306041240692139,1,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,1.2449188232421875,2,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,0.9721782207489014,3,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,1.3791687488555908,4,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,0.9710748791694641,5,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,1.2769834995269775,6,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,1.137296438217163,7,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,1.1938042640686035,8,224.66519165039062
2,My opinion on this is,1,1725,My,epsilon_random,0.9989478588104248,9,224.66519165039062
2,My opinion on this is,2,4972,opinion,SAE_only,2.8176186084747314,0,
2,My opinion on this is,2,4972,opinion,SAE_NFM,3.111518144607544,0,
2,My opinion on this is,2,4972,opinion,epsilon_random,0.3936179280281067,0,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.6593655943870544,1,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.37767964601516724,2,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.416119784116745,3,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.33410224318504333,4,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.5816893577575684,5,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.473799467086792,6,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.504559338092804,7,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.4084470868110657,8,224.66519165039062
2,My opinion on this is,2,4972,opinion,epsilon_random,0.4863179326057434,9,224.66519165039062
2,My opinion on this is,3,328,on,SAE_only,1.4739747047424316,0,
2,My opinion on this is,3,328,on,SAE_NFM,1.351548671722412,0,
2,My opinion on this is,3,328,on,epsilon_random,0.41187065839767456,0,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.3767879903316498,1,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.3564673960208893,2,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.3014208972454071,3,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.4080526828765869,4,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.3126552700996399,5,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.6156442761421204,6,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.4446339011192322,7,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.43920499086380005,8,224.66519165039062
2,My opinion on this is,3,328,on,epsilon_random,0.3674694001674652,9,224.66519165039062
2,My opinion on this is,4,433,this,SAE_only,1.2721455097198486,0,
2,My opinion on this is,4,433,this,SAE_NFM,1.1680669784545898,0,
2,My opinion on this is,4,433,this,epsilon_random,0.480945885181427,0,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.41259491443634033,1,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.6357031464576721,2,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.35902103781700134,3,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.5301644802093506,4,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.4176572561264038,5,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.92274409532547,6,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.4063980281352997,7,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.36726856231689453,8,224.66519165039062
2,My opinion on this is,4,433,this,epsilon_random,0.46950000524520874,9,224.66519165039062
2,My opinion on this is,5,322,is,SAE_only,1.326196312904358,0,
2,My opinion on this is,5,322,is,SAE_NFM,1.2087432146072388,0,
2,My opinion on this is,5,322,is,epsilon_random,0.24247869849205017,0,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.28407540917396545,1,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.2641429007053375,2,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.2569117844104767,3,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.4256136417388916,4,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.2505866289138794,5,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.3466033935546875,6,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.21391725540161133,7,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.3398170471191406,8,224.66519165039062
2,My opinion on this is,5,322,is,epsilon_random,0.25982221961021423,9,224.66519165039062
3,It seems to me that,0,1,<s>,SAE_only,4.406339645385742,0,
3,It seems to me that,0,1,<s>,SAE_NFM,4.688936710357666,0,
3,It seems to me that,0,1,<s>,epsilon_random,5.839145660400391,0,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.030587196350098,1,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.695056915283203,2,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.702277183532715,3,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.313502311706543,4,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.269127368927002,5,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.900681495666504,6,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.496392726898193,7,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,4.467911720275879,8,223.86624145507812
3,It seems to me that,0,1,<s>,epsilon_random,5.5535688400268555,9,223.86624145507812
3,It seems to me that,1,571,It,SAE_only,1.8736727237701416,0,
3,It seems to me that,1,571,It,SAE_NFM,2.7773709297180176,0,
3,It seems to me that,1,571,It,epsilon_random,0.2411712408065796,0,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.435297429561615,1,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.3841629922389984,2,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.41656437516212463,3,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.252540647983551,4,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.34575656056404114,5,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.18245536088943481,6,223.86624145507812
